Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Abbreviation,Sum_Total_Injuries,Safety_Score,US_State
20180822X72305,Accident,2018-08-22,"Little Rock, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-235,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,AR,2.0,2.0,Arkansas
20180913X32942,Accident,2018-09-12,"Bentonville, AR",United States,Non-Fatal,Substantial,Airplane,Aviat,A1,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,AR,1.0,3.0,Arkansas
20180926X65509,Accident,2018-09-26,"Austin, AR",United States,Fatal,Substantial,Airplane,Vans,RV 4,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,AR,1.0,6.0,Arkansas
20190324X25125,Accident,2019-03-24,"Fayetteville, AR",United States,Non-Fatal,Substantial,Airplane,Champion,7EC,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,AR,1.0,3.0,Arkansas
20190403X84357,Accident,2019-04-02,"Lafe, AR",United States,Non-Fatal,Substantial,Airplane,Berkey,S-6ES,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20190513X13607,Accident,2019-05-13,"Crossett, AR",United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20190520X82011,Accident,2019-05-17,"Stuttgart, AR",United States,Non-Fatal,Substantial,Airplane,Ayres,S 2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20190529X23833,Accident,2019-05-27,"Fisher, AR",United States,Non-Fatal,Substantial,Airplane,Air tractor,AT802,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20190602X84440,Accident,2019-06-02,"Flippin, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA32R,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20190606X64851,Accident,2019-06-06,"Weiner, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA24,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20190702X80000,Accident,2019-07-01,"Fort Smith, AR",United States,Non-Fatal,Substantial,Airplane,Beech,A23,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20190715X00050,Accident,2019-07-13,"Clinton, AR",United States,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,1.0,2.0,0.0,VMC,AR,3.0,5.0,Arkansas
20190804X85923,Accident,2019-08-04,"De Queen, AR",United States,Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Flight Test,1.0,0.0,1.0,0.0,VMC,AR,2.0,7.0,Arkansas
20190924X03137,Accident,2019-09-24,"Prairie Grove, AR",United States,Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,AR,1.0,6.0,Arkansas
20191109X24202,Accident,2019-11-09,"Huntsville, AR",United States,Non-Fatal,Substantial,Airplane,New glasair,SPORTSMAN GS-2,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,AR,1.0,3.0,Arkansas
20200209X75546,Accident,2020-02-09,"Fort Smith, AR",United States,Non-Fatal,Substantial,Airplane,Navion,NAVION,1.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,VMC,AR,4.0,10.0,Arkansas
20200225X74134,Accident,2020-02-25,"Dumas, AR",United States,Non-Fatal,Substantial,Airplane,Air tractor,AT 602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20200531X70853,Accident,2020-05-31,"Lakeview, AR",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20200618X02326,Accident,2020-06-17,"Pine Bluff, AR",United States,Non-Fatal,Destroyed,Airplane,Air tractor,AT402,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,AR,1.0,1.0,Arkansas
20200708X33014,Accident,2020-07-03,"Weldon, AR",United States,Non-Fatal,Substantial,Airplane,Air tractor,AT 602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20200803X55119,Accident,2020-08-01,"Bentonville, AR",United States,Non-Fatal,Substantial,Airplane,Cessna,T206,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20200818X65853,Accident,2020-08-02,"Conway, AR",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20200807X45731,Accident,2020-08-03,"Alicia, AR",United States,Non-Fatal,Substantial,Airplane,Grumman,G164,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,0.0,VMC,AR,1.0,3.0,Arkansas
20200821X74853,Accident,2020-08-21,"Del, AR",United States,Fatal,Substantial,Airplane,Air tractor,AT802,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,0.0,VMC,AR,1.0,6.0,Arkansas
20200905X11000,Accident,2020-09-05,"Chester, AR",United States,Fatal,Destroyed,Airplane,Cirrus,SR22,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,AR,4.0,24.0,Arkansas
20200912X53150,Accident,2020-09-11,"Ozark, AR",United States,Non-Fatal,Substantial,Airplane,Champion,8GCBC,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,AR,1.0,3.0,Arkansas
20201001102071,Accident,2020-09-25,"Rogers, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA46R-350T,1.0,Turbo Shaft,Instructional,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20201005102087,Accident,2020-10-02,"Egypt, AR",United States,Non-Fatal,Substantial,Airplane,Air tractor,AT402,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20210601103176,Accident,2021-05-27,"Trumann, AR",United States,Non-Fatal,Substantial,Airplane,Air tractor,AT602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20210630103390,Accident,2021-06-29,"Hoxie, AR",United States,Non-Fatal,Substantial,Airplane,Grumman acft eng cor-schweizer,G-164B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20220413104939,Accident,2022-03-20,"Paragould, AR",United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20220331104863,Accident,2022-03-26,"Benton, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20220606105188,Accident,2022-05-27,"Weiner, AR",United States,Serious,Destroyed,Airplane,Air tractor inc,AT-802A,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,0.0,VMC,AR,1.0,1.0,Arkansas
20220607105209,Accident,2022-06-06,"Nashville, AR",United States,Non-Fatal,Substantial,Airplane,Cirrus design corp,SR22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20220614105259,Accident,2022-06-09,"Greenbrier, AR",United States,Non-Fatal,Substantial,Airplane,Cessna,337G,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20220624105351,Accident,2022-06-20,"Newport, AR",United States,Non-Fatal,Substantial,Airplane,Air tractor inc,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20220711105450,Accident,2022-07-09,"Rogers, AR",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,AR,0.0,0.0,Arkansas
20220808105679,Accident,2022-07-30,"Star City, AR",United States,Non-Fatal,Substantial,Airplane,Beechcraft,35,1.0,Reciprocating,Personal,0.0,0.0,0.0,0.0,VMC,AR,0.0,0.0,Arkansas
20221011106091,Accident,2022-10-06,"Waldron, AR",United States,Non-Fatal,Substantial,Airplane,Waszak arthur b,WITTMAN TAILWIND W10,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AR,0.0,0.0,Arkansas
20020917X01656,Accident,1982-01-02,"SKWENTA, AK",United States,Fatal,Destroyed,Airplane,Cessna,180,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,AK,3.0,18.0,Alaska
20020917X01651,Accident,1982-01-05,"BETHEL, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Unknown,0.0,2.0,0.0,0.0,VMC,AK,2.0,6.0,Alaska
20020917X01623,Accident,1982-01-10,"QUINHAGAK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Unknown,0.0,0.0,3.0,0.0,VMC,AK,3.0,3.0,Alaska
20020917X01625,Accident,1982-01-15,"NEAR NUIQSUT, AK",United States,Non-Fatal,Substantial,Airplane,De havilland,DHC-2-MK3,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,4.0,VMC,AK,0.0,0.0,Alaska
20020917X01624,Accident,1982-01-17,"ANCHORAGE, AK",United States,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,AK,1.0,1.0,Alaska
20020917X01645,Accident,1982-01-17,"TULUKSAK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01628,Accident,1982-01-19,"TUNTUTULIAK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01626,Accident,1982-01-21,"PORT GRAHAM, AK",United States,Non-Fatal,Destroyed,Airplane,Cessna,207,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X01646,Accident,1982-01-25,"BETHEL, AK",United States,Fatal,Destroyed,Airplane,Cessna,182M,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,AK,2.0,12.0,Alaska
20020917X01652,Accident,1982-01-25,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,152II,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X01627,Accident,1982-02-09,"FORT YUKON, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01911,Accident,1982-02-16,"KING SALMON, AK",United States,Non-Fatal,Substantial,Airplane,Nihon,YS-11A,2.0,Turbo Prop,Unknown,0.0,0.0,3.0,36.0,VMC,AK,3.0,3.0,Alaska
20020917X01629,Accident,1982-02-20,"N CAPE YAKATAGA, AK",United States,Non-Fatal,Substantial,Airplane,Grumman,G-21A,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01630,Accident,1982-02-26,"BETHEL, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-20,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01632,Accident,1982-03-02,"NEAR GULKANA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01631,Accident,1982-03-03,"POORMAN, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X01633,Accident,1982-03-05,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-38-112,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01634,Accident,1982-03-10,"MCGRATH, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X01635,Accident,1982-03-13,"WILLOW, AK",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,AK,1.0,1.0,Alaska
20020917X01647,Accident,1982-03-15,"PAXSON, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X01637,Accident,1982-03-27,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,310D,2.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X01638,Accident,1982-03-28,"WULIK RIVER STR, AK",United States,Non-Fatal,Substantial,Airplane,Curtiss-wright,C-46A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01639,Accident,1982-04-03,"KENAI, AK",United States,Non-Fatal,Substantial,Airplane,Beech,C23,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X01640,Accident,1982-04-05,"JUNEAU, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,AK,2.0,2.0,Alaska
20020917X01641,Accident,1982-04-08,"AKIACHAK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32,1.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,AK,0.0,0.0,Alaska
20020917X01642,Accident,1982-04-09,"NEAR NIGHTMUTE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,206,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,IMC,AK,1.0,1.0,Alaska
20020917X01650,Accident,1982-04-11,"KENAI, AK",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,F-19,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01643,Accident,1982-04-11,"MONTAGUE ISLAND, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X01655,Accident,1982-04-16,"HOMER, AK",United States,Fatal,Destroyed,Airplane,Maule,M-4-220C,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,IMC,AK,2.0,9.0,Alaska
20020917X01648,Accident,1982-04-25,"BIG LAKE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,AK,2.0,2.0,Alaska
20020917X01649,Accident,1982-04-29,"BIRCHWOOD, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X01644,Accident,1982-04-29,"NEW STUYAHOK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,207,1.0,Reciprocating,Unknown,0.0,0.0,2.0,4.0,IMC,AK,2.0,2.0,Alaska
20020917X02679,Accident,1982-05-08,"GULKANA, AK",United States,Non-Fatal,Substantial,Airplane,Helio,H-395,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X02677,Accident,1982-05-08,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,195,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X02678,Accident,1982-05-09,"CULKANA, AK",United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02676,Accident,1982-05-10,"SOLDOTNA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,J3C-75,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02681,Accident,1982-05-12,"RAMSEY BAY, AK",United States,Fatal,Substantial,Airplane,Piper,18,1.0,Reciprocating,Business,1.0,1.0,0.0,0.0,VMC,AK,2.0,9.0,Alaska
20020917X02636,Accident,1982-05-14,"GULKANA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-20S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X02680,Accident,1982-05-15,"LATOUCHE ISLAND, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180C,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X03101,Accident,1982-05-16,"HOOPER BAY, AK",United States,Non-Fatal,Destroyed,Airplane,De havilland,DHC-6-200,2.0,Turbo Prop,Unknown,0.0,8.0,0.0,0.0,VMC,AK,8.0,24.0,Alaska
20020917X02682,Accident,1982-05-23,"N. CORDOVA, AK",United States,Fatal,Destroyed,Airplane,Cessna,180,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,AK,4.0,24.0,Alaska
20020917X02637,Accident,1982-05-23,"PORTAGE CREEK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,AK,2.0,2.0,Alaska
20020917X02638,Accident,1982-05-27,"OUZINKIE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02683,Accident,1982-05-29,"KENAI, AK",United States,Fatal,Destroyed,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,1.0,0.0,2.0,0.0,VMC,AK,3.0,8.0,Alaska
20020917X02640,Accident,1982-05-29,"KODIAK, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X02639,Accident,1982-05-29,"NEAR BIG LAKE, AK",United States,Non-Fatal,Substantial,Airplane,Arctic,S1B2,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X02684,Accident,1982-05-31,"TALKEETNA, AK",United States,Non-Fatal,Substantial,Airplane,Stinson,181,1.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,AK,4.0,6.0,Alaska
20020917X02670,Accident,1982-06-07,"CHICKEN, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02711,Accident,1982-06-08,"NEAR DILLINGHAM, AK",United States,Fatal,Destroyed,Airplane,Piper,PA-18,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,AK,2.0,12.0,Alaska
20020917X02643,Accident,1982-06-09,"GRAYLING, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X02685,Accident,1982-06-11,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02712,Accident,1982-06-12,"CHUGIAK, AK",United States,Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,AK,2.0,9.0,Alaska
20020917X02642,Accident,1982-06-13,"SELDOVIA, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X04112,Accident,1982-06-15,"DRY BAY, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X02690,Accident,1982-06-15,"NEAR TYONEK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,UNK,AK,0.0,0.0,Alaska
20020917X02713,Incident,1982-06-16,"NEAR PORT HEIDE, AK",United States,Incident,Minor,Airplane,De havilland,DHC-6-100,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,10.0,VMC,AK,0.0,0.0,Alaska
20020917X02644,Accident,1982-06-17,"NEAR EKWOK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Unknown,0.0,0.0,0.0,4.0,VMC,AK,0.0,0.0,Alaska
20020917X02645,Accident,1982-06-18,"NEAR CHINITNA B, AK",United States,Fatal,Destroyed,Airplane,Cessna,185F,1.0,Reciprocating,Unknown,1.0,0.0,0.0,2.0,VMC,AK,1.0,6.0,Alaska
20020917X02689,Accident,1982-06-19,"SETTLERS BAY, AK",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,BC-12D,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02646,Accident,1982-06-21,"ST. MARY'S, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Ferry,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X02686,Accident,1982-06-23,"TALKEETNA, AK",United States,Fatal,Destroyed,Airplane,Piper,PA-14,1.0,Reciprocating,Personal,1.0,1.0,2.0,0.0,VMC,AK,4.0,11.0,Alaska
20020917X02708,Accident,1982-06-23,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X04102,Accident,1982-06-24,"JUNEAU, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,AK,0.0,0.0,Alaska
20020917X02647,Accident,1982-06-24,"KENAI, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,4.0,0.0,VMC,AK,4.0,4.0,Alaska
20020917X02709,Accident,1982-06-25,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,AK,1.0,3.0,Alaska
20020917X02648,Accident,1982-06-26,"NEAR ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,AK,0.0,0.0,Alaska
20020917X04105,Accident,1982-06-29,"GLACIER BAY, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,AK,0.0,0.0,Alaska
20020917X02649,Accident,1982-07-01,"KASILOF, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,0.0,0.0,2.0,2.0,VMC,AK,2.0,2.0,Alaska
20020917X02710,Accident,1982-07-02,"FAIRBANKS, AK",United States,Fatal,Destroyed,Airplane,Maule,M-5,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,AK,2.0,12.0,Alaska
20020917X02650,Accident,1982-07-02,"NOME, AK",United States,Non-Fatal,Substantial,Airplane,Britten-norman,BN-2A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X04109,Accident,1982-07-08,"51 NM ESE YAKUT, AK",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-32-300,1.0,Reciprocating,Unknown,0.0,0.0,2.0,0.0,VMC,AK,2.0,2.0,Alaska
20020917X02687,Accident,1982-07-09,"NINILCHIK, AK",United States,Non-Fatal,Substantial,Airplane,Junior ace,D,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X02671,Accident,1982-07-09,"50 MI SW FAIRBA, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X02651,Accident,1982-07-09,"ELIM, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,310,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X02688,Accident,1982-07-12,"WASILLA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,AK,1.0,1.0,Alaska
20020917X02653,Accident,1982-07-12,"SOLDOTNA, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02652,Accident,1982-07-16,"65 MI.ENE OF MC, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,AK,0.0,0.0,Alaska
20020917X02672,Accident,1982-07-19,"FT. YUKON, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,182,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X04159,Accident,1982-07-24,"11NM EAST OF SI, AK",United States,Fatal,Destroyed,Airplane,Cessna,A185F,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,AK,4.0,24.0,Alaska
20020917X02660,Accident,1982-07-26,"LAKE CLARK, AK",United States,Non-Fatal,Destroyed,Airplane,Aeronca champ,7EC,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,AK,0.0,0.0,Alaska
20020917X02655,Accident,1982-07-28,"MCKINLEY NAT'L., AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,1.0,Reciprocating,Unknown,0.0,0.0,4.0,1.0,VMC,AK,4.0,4.0,Alaska
20020917X04162,Accident,1982-07-29,"KETCHIKAN INTL., AK",United States,Fatal,Destroyed,Airplane,Lake,LA-4-200,1.0,Reciprocating,Personal,1.0,3.0,1.0,0.0,IMC,AK,5.0,16.0,Alaska
20020917X02702,Accident,1982-07-29,"MCGRATH, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,AK,0.0,0.0,Alaska
20020917X02673,Accident,1982-07-30,"MANLEY HOT SPRI, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UNK,AK,0.0,0.0,Alaska
