Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Abbreviation,Sum_Total_Injuries,Safety_Score,US_State
20020909X01562,Accident,1982-01-01,"PULLMAN, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X02574,Accident,1982-01-08,"PULLMAN, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,TU206G,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02575,Accident,1982-01-13,"SPOKANE, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,IMC,WA,0.0,0.0,Washington
20020917X02576,Accident,1982-01-15,"SPOKANE, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02624,Accident,1982-01-18,"ORCHARDS, WA",United States,Non-Fatal,Destroyed,Airplane,Beech,C23,1.0,Reciprocating,Business,0.0,2.0,2.0,0.0,VMC,WA,4.0,8.0,Washington
20020917X02580,Accident,1982-01-30,"SINCLAIR ISLAND, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,IMC,WA,0.0,0.0,Washington
20020917X02581,Accident,1982-02-02,"MOSES LAKE, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02582,Accident,1982-02-03,"NR. COLBERT, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150J,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X02584,Accident,1982-02-07,"PROSSER, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02587,Accident,1982-02-28,"REDMOND, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X02589,Accident,1982-03-07,"EVERETT, WA",United States,Non-Fatal,Destroyed,Airplane,Rockwell intl,114,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X02592,Accident,1982-03-14,"RICHLAND, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-135,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20020917X02595,Accident,1982-03-20,"BLAINE, WA",United States,Non-Fatal,Substantial,Airplane,Luscombe,8E,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02598,Accident,1982-03-27,"HOQUIAM, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20020917X02597,Accident,1982-03-29,"CAMAS, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02600,Accident,1982-04-05,"EUREKA, WA",United States,Non-Fatal,Substantial,Airplane,Rockwell intl.,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02603,Accident,1982-04-08,"SPOKANE, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X02602,Accident,1982-04-08,"BASIN CITY, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02621,Accident,1982-04-11,"BREMERTON, WA",United States,Fatal,Destroyed,Airplane,Cessna,A152,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,WA,1.0,6.0,Washington
20020917X02629,Accident,1982-04-16,"RICHLAND, WA",United States,Non-Fatal,Substantial,Airplane,Beech,77,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,WA,1.0,3.0,Washington
20020917X02606,Accident,1982-04-17,"ESPANOLA, WA",United States,Non-Fatal,Substantial,Airplane,Weatherly,201C,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X02615,Accident,1982-04-24,"GREENWATER, WA",United States,Fatal,Destroyed,Airplane,Beech,23,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,WA,1.0,6.0,Washington
20020917X02611,Accident,1982-04-24,"HARTLINE, WA",United States,Non-Fatal,Substantial,Airplane,Weatherly,201A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,WA,1.0,1.0,Washington
20020917X02612,Accident,1982-04-28,"CAMAS, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04073,Accident,1982-05-02,"LISABUELLA, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,WA,0.0,0.0,Washington
20020917X04075,Accident,1982-05-06,"WALLA WALLA, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20020917X04077,Accident,1982-05-09,"N.W. OF COPALIS, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,WA,0.0,0.0,Washington
20020917X04079,Accident,1982-05-12,"PORT ANGELES, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA 28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04169,Accident,1982-05-14,"WALLA WALLA, WA",United States,Fatal,Destroyed,Airplane,Beechcraft,S35,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,WA,3.0,18.0,Washington
20020917X04084,Accident,1982-05-22,"ROCHE HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Bellanca,7ECA,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04083,Accident,1982-05-23,"LESTER, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172G,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,WA,0.0,0.0,Washington
20020917X04125,Accident,1982-05-25,"CHELAN, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04151,Accident,1982-05-31,"SEQUIM BAY, WA",United States,Fatal,Destroyed,Airplane,Starduster,TOO SA300,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,WA,1.0,6.0,Washington
20020917X04088,Accident,1982-06-01,"SPRAGUE, WA",United States,Non-Fatal,Destroyed,Airplane,Eagle,DW-1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04091,Accident,1982-06-08,"DAYTON, WA",United States,Non-Fatal,Destroyed,Airplane,Grumman,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,WA,1.0,1.0,Washington
20020917X04092,Accident,1982-06-11,"QUINCY, WA",United States,Non-Fatal,Substantial,Airplane,Beech,B19,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04097,Accident,1982-06-16,"ROCHE HARBOR, WA",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-28-180,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,WA,0.0,0.0,Washington
20020917X04155,Accident,1982-06-23,"LOPEZ ISLAND, WA",United States,Non-Fatal,Destroyed,Airplane,Stinson,108-3,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,WA,2.0,6.0,Washington
20020917X04101,Accident,1982-06-23,"TOLEDO, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,WA,0.0,0.0,Washington
20020917X04106,Accident,1982-06-26,"OTHELLO, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04107,Accident,1982-07-02,"MT. VERNON, WA",United States,Non-Fatal,Substantial,Airplane,Maule,M-5-235C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04108,Accident,1982-07-08,"BELLINGHAM, WA",United States,Non-Fatal,Substantial,Airplane,Coot,AMPHIBIAN,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04111,Accident,1982-07-10,"CARLTON, WA",United States,Non-Fatal,Destroyed,Airplane,Beech,A23-19,1.0,Reciprocating,Unknown,0.0,0.0,3.0,0.0,VMC,WA,3.0,3.0,Washington
20020917X04110,Accident,1982-07-10,"SPOKANE, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04178,Accident,1982-07-17,"WENATCHEE, WA",United States,Fatal,Destroyed,Airplane,Cessna,172M,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,VMC,WA,3.0,18.0,Washington
20020917X04118,Accident,1982-07-17,"BATTLEGROUND, WA",United States,Non-Fatal,Substantial,Airplane,Mong,SPORT 1,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04070,Accident,1982-07-22,"MERCER ISLAND, WA",United States,Fatal,Destroyed,Airplane,Cessna,A152,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,WA,6.0,36.0,Washington
20020917X04070,Accident,1982-07-22,"MERCER ISLAND, WA",United States,Fatal,Destroyed,Airplane,Cessna,172,1.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,WA,6.0,36.0,Washington
20020917X04129,Accident,1982-07-24,"KENT, WA",United States,Non-Fatal,Destroyed,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,WA,2.0,4.0,Washington
20020917X04130,Accident,1982-07-24,"SUNNYSIDE, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,175,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,WA,2.0,2.0,Washington
20020917X04179,Accident,1982-07-25,"TIETON, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,WA,3.0,7.0,Washington
20020917X04131,Accident,1982-07-29,"ROCHE HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04133,Accident,1982-08-01,"FRIDAY HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04071,Accident,1982-08-04,"SNOHOMISH, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-22-108,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04138,Accident,1982-08-08,"FORKS, WA",United States,Non-Fatal,Destroyed,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,IMC,WA,1.0,1.0,Washington
20020917X04160,Accident,1982-08-12,"SHELTON, WA",United States,Fatal,Destroyed,Airplane,Piper,PA32-300,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,WA,1.0,6.0,Washington
20020917X04141,Accident,1982-08-12,"OLYMPIA, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04150,Accident,1982-08-17,"BELLINGHAM, WA",United States,Non-Fatal,Substantial,Airplane,North american,AT-6C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04145,Accident,1982-08-19,"TOLEDO, WA",United States,Non-Fatal,Substantial,Airplane,Auster,A.O.P.6,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X04146,Accident,1982-08-20,"YAKIMA, WA",United States,Non-Fatal,Substantial,Airplane,Maule,BEE DEE M-4,1.0,Reciprocating,Unknown,0.0,0.0,1.0,0.0,VMC,WA,1.0,1.0,Washington
20020917X04148,Accident,1982-08-27,"AUBURN, WA",United States,Non-Fatal,Minor,Airplane,Rockwell,112A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X04148,Accident,1982-08-27,"AUBURN, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X05105,Accident,1982-09-02,"PAULSBO, WA",United States,Non-Fatal,Destroyed,Airplane,American,AA-1A,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,WA,2.0,2.0,Washington
20020917X05104,Accident,1982-09-02,"OMAK, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,TR182,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,WA,0.0,0.0,Washington
20020917X05103,Accident,1982-09-05,"23 MI ENE TOUTL, WA",United States,Fatal,Destroyed,Airplane,Piper,PA-32-300,1.0,Reciprocating,Unknown,2.0,5.0,0.0,0.0,VMC,WA,7.0,27.0,Washington
20020917X05107,Accident,1982-09-05,"CLE ELUM, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,WA,2.0,2.0,Washington
20020917X05108,Accident,1982-09-07,"KINGSTON, WA",United States,Non-Fatal,Destroyed,Airplane,Ercoupe,415C,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X05115,Accident,1982-09-17,"YAKIMA, WA",United States,Non-Fatal,Substantial,Airplane,Beech,C23,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,WA,0.0,0.0,Washington
20020917X05121,Accident,1982-09-25,"HARRINGTON, WA",United States,Non-Fatal,Destroyed,Airplane,Tanke,GOLDWING,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X05145,Accident,1982-10-01,"MATTAWA, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-36,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X05147,Accident,1982-10-08,"FRIDAY HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Beech,J35,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X05148,Accident,1982-10-11,"SEATTLE, WA",United States,Non-Fatal,Substantial,Airplane,Beech,C35,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X05150,Accident,1982-10-13,"BELLEVUE, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,340,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X05158,Accident,1982-11-01,"RITZVILLE, WA",United States,Non-Fatal,Substantial,Airplane,Grumman american,AA-1B,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,WA,2.0,2.0,Washington
20020917X05159,Accident,1982-11-07,"EVERETT, WA",United States,Non-Fatal,Destroyed,Airplane,Froehlich,M-II,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20020917X05131,Accident,1982-11-13,"LYNNWOOD, WA",United States,Fatal,Destroyed,Airplane,Stinson,108-3,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,WA,2.0,12.0,Washington
20020917X05132,Accident,1982-11-15,"GORST, WA",United States,Fatal,Destroyed,Airplane,Cessna,210,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,WA,2.0,12.0,Washington
20020917X05164,Accident,1982-11-21,"SPANAWAY, WA",United States,Non-Fatal,Destroyed,Airplane,Cessna,170,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,WA,0.0,0.0,Washington
20020917X05133,Accident,1982-12-11,"RENTON, WA",United States,Non-Fatal,Destroyed,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,WA,1.0,3.0,Washington
20020917X05168,Accident,1982-12-13,"VANCOUVER, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20020917X05141,Accident,1982-12-18,"RICHLAND, WA",United States,Fatal,Destroyed,Airplane,Burke-parker,QUICKIE,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,WA,1.0,6.0,Washington
20001214X44100,Accident,1983-08-21,"SILVANA, WA",United States,Fatal,Destroyed,Airplane,Lockheed,"LEARSTAR, L-18-56",2.0,Reciprocating,Skydiving,11.0,2.0,0.0,13.0,VMC,WA,13.0,72.0,Washington
20001213X33697,Accident,1986-05-19,"MEAD, WA",United States,Fatal,Destroyed,Airplane,Cessna,TU206F,1.0,Reciprocating,Skydiving,2.0,0.0,1.0,1.0,VMC,WA,3.0,13.0,Washington
20001213X33697,Accident,1986-05-19,"MEAD, WA",United States,Fatal,Destroyed,Airplane,Cessna,152,1.0,Reciprocating,Instructional,2.0,0.0,1.0,1.0,VMC,WA,3.0,13.0,Washington
20001212X24824,Accident,1990-12-15,"SNOHOMISH, WA",United States,Fatal,Substantial,Airplane,Beech,D50C,2.0,Reciprocating,Skydiving,1.0,0.0,1.0,4.0,VMC,WA,2.0,7.0,Washington
20001208X08921,Accident,1997-09-01,"BREMERTON, WA",United States,Fatal,Destroyed,Airplane,Cessna,182C,1.0,Reciprocating,Skydiving,5.0,0.0,0.0,1.0,VMC,WA,5.0,30.0,Washington
20030731X01243,Accident,2003-06-19,"WOODLAND, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,177,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20030714X01095,Accident,2003-07-04,"EAST WENATCHEE, WA",United States,Fatal,Substantial,Airplane,Beech,A36TC,1.0,Turbo Prop,Personal,1.0,1.0,1.0,1.0,VMC,WA,3.0,10.0,Washington
20031126X01956,Accident,2003-09-30,"BASIN CITY, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20031113X01899,Accident,2003-11-08,"KAPOWSIN, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,182A,1.0,Reciprocating,Skydiving,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20040123X00100,Accident,2004-01-14,"DEER PARK, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,185F,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20040421X00490,Accident,2004-03-21,"BREMERTON, WA",United States,Non-Fatal,Substantial,Airplane,Menefee,RAF Vari-Eze,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20040331X00409,Accident,2004-03-26,"MATTAWA, WA",United States,Non-Fatal,Substantial,Airplane,Rockwell,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20040427X00520,Accident,2004-04-10,"FRIDAY HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Yakovlev,Yak 54,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20040805X01152,Accident,2004-07-12,"WAITSBURG, WA",United States,Non-Fatal,Substantial,Airplane,Air tractor inc.,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20040810X01178,Accident,2004-07-16,"LA CENTER, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Instructional,0.0,0.0,2.0,1.0,VMC,WA,2.0,2.0,Washington
20040820X01267,Accident,2004-07-23,"SEQUIM, WA",United States,Non-Fatal,Substantial,Airplane,Bellanca,7GCAA,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20040812X01203,Accident,2004-07-23,"MORTON, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172D,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20040810X01189,Accident,2004-07-25,"SEATTLE, WA",United States,Non-Fatal,Substantial,Airplane,Piper,Aerostar 602P,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20040803X01135,Accident,2004-07-31,"GRAHAM, WA",United States,Non-Fatal,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20041014X01628,Accident,2004-09-23,"DEER HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20040930X01547,Accident,2004-09-27,"FRIDAY HARBOR, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20050114X00053,Accident,2004-12-18,"EVERETT, WA",United States,Non-Fatal,Substantial,Airplane,Breit,Zodiac (CH-601-HDS),1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20050114X00054,Accident,2004-12-22,"EVERETT, WA",United States,Non-Fatal,Substantial,Airplane,Beech,58TC,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20050114X00055,Accident,2004-12-23,"WENATCHEE, WA",United States,Non-Fatal,Substantial,Airplane,Fairchild,24W-41A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20050127X00111,Accident,2005-01-03,"DAVENPORT, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,310J,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20050420X00482,Accident,2005-04-03,"PALOUSE, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,A188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20050520X00648,Accident,2005-05-10,"SNOHOMISH, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20050620X00816,Accident,2005-06-07,"BUCKLEY, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,150G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20050801X01125,Accident,2005-07-14,"SEQUIM, WA",United States,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20050818X01277,Accident,2005-07-28,"CAMAS, WA",United States,Non-Fatal,Substantial,Airplane,Grumman american,AA1B,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20050818X01278,Accident,2005-08-04,"HOQUIAM, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20050829X01323,Accident,2005-08-07,"OTIS ORCHARDS, WA",United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20050829X01324,Accident,2005-08-12,"PORT ORCHARD, WA",United States,Non-Fatal,Substantial,Airplane,Navion,Navion G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,WA,0.0,0.0,Washington
20051018X01676,Accident,2005-09-21,"YELM, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20051024X01714,Accident,2005-10-01,"Greenwater, WA",United States,Non-Fatal,Destroyed,Airplane,Cessna,150D,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20051020X01697,Accident,2005-10-08,"SPOKANE, WA",United States,Non-Fatal,Substantial,Airplane,Williams,Challenger II,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20051114X01831,Accident,2005-10-22,"COUGAR, WA",United States,Non-Fatal,Substantial,Airplane,Michael moneyhan,Magnum,1.0,Reciprocating,Personal,0.0,0.0,2.0,1.0,VMC,WA,2.0,2.0,Washington
20051109X01821,Accident,2005-10-27,"YELM, WA",United States,Non-Fatal,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,WA,1.0,3.0,Washington
20051216X01984,Accident,2005-11-02,"TACOMA, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,WA,0.0,0.0,Washington
20060106X00020,Accident,2005-11-26,"AUBURN, WA",United States,Non-Fatal,Substantial,Airplane,Bellanca,14-19-2,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
20051216X01985,Accident,2005-11-30,"LOPEZ ISLAND, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,210-5,1.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,WA,0.0,0.0,Washington
20051216X01983,Accident,2005-12-11,"CHEHALIS, WA",United States,Non-Fatal,Substantial,Airplane,Hitchens,EDI 90FT,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,WA,1.0,3.0,Washington
20060106X00021,Accident,2005-12-11,"SNOHOMISH, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,TP206A,1.0,Reciprocating,Skydiving,0.0,0.0,1.0,1.0,VMC,WA,1.0,1.0,Washington
20060122X00111,Accident,2006-01-08,"OTHELLO, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,172A,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,WA,0.0,0.0,Washington
